行業別大類,行業別中類,行業別小類,月份,售電量
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,01,13791907
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,01,188946439
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,01,133597764
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,01,4233043
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,01,17610449
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,01,11883829
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,01,46600807
C.製造業,20 藥品及醫用化學製品製造業,,01,70614834
C.製造業,21 橡膠製品製造業,,01,68894807
C.製造業,22 塑膠製品製造業,,01,358178349
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,01,223933505
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,01,37352845
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,01,139281232
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,01,7809369
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,01,36988709
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,01,925232964
C.製造業,24 基本金屬製造業,242 鋁製造業,01,66335553
C.製造業,24 基本金屬製造業,243 銅製造業,01,145625556
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,01,29614960
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,01,80535248
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,01,22330606
C.製造業,25 金屬製品製造業,253 金屬容器製造業,01,12275268
C.製造業,25 金屬製品製造業,254 金屬加工處理業,01,190621948
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,01,161926423
C.製造業,26 電子零組件製造業,261 半導體製造業,01,3114370257
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,01,153133593
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,01,267921958
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,01,907577822
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,01,275185712
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,01,50985543
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,01,21494674
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,01,8286297
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,01,14108653
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,01,13853268
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,01,1453042
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,01,78273975
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,01,15749428
C.製造業,28 電力設備及配備製造業,282 電池製造業,01,24146719
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,01,39570124
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,01,4664361
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,01,12327397
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,01,21127417
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,01,45236242
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,01,40249451
C.製造業,29 機械設備製造業,293 通用機械設備製造業,01,81750667
C.製造業,30 汽車及其零件製造業,301 汽車製造業,01,12533049
C.製造業,30 汽車及其零件製造業,302 車體製造業,01,1428402
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,01,98391820
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,01,9884594
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,01,18711793
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,01,23688635
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,01,21228356
C.製造業,32 家具製造業,321 非金屬家具製造業,01,6763128
C.製造業,32 家具製造業,322 金屬家具製造業,01,5193561
C.製造業,33 其他製造業,331 育樂用品製造業,01,19977866
C.製造業,33 其他製造業,332 醫療器材及用品製造業,01,39049766
C.製造業,33 其他製造業,339 未分類其他製造業,01,16562951
C.製造業,34 產業用機械設備維修及安裝業,,01,14039558
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,01,11132673
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,01,42224886
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,01,366616
E.用水供應及污染整治業,36 用水供應業,,01,110140775
E.用水供應及污染整治業,37 廢水及污水處理業,,01,22466484
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,01,2511012
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,01,14275916
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,01,19321270
E.用水供應及污染整治業,39 污染整治業,,01,758742
F.營建工程業,41 建築工程業,,01,51566303
F.營建工程業,42 土木工程業,421 道路工程業,01,7194300
F.營建工程業,42 土木工程業,422 公用事業設施工程業,01,13733479
F.營建工程業,42 土木工程業,429 其他土木工程業,01,1660952
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,01,756109
F.營建工程業,43 專門營造業,432 庭園景觀工程業,01,96335
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,01,2565427
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,01,377439
F.營建工程業,43 專門營造業,439 其他專門營造業,01,1018554
G.批發及零售業,45 批發業,451 商品批發經紀業,01,2196449
G.批發及零售業,45 批發業,452 綜合商品批發業,01,3923813
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,01,5707141
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,01,25924063
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,01,2422223
G.批發及零售業,45 批發業,456 家用器具及用品批發業,01,4617117
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,01,3268106
G.批發及零售業,45 批發業,458 文教育樂用品批發業,01,1617483
G.批發及零售業,45 批發業,461 建材批發業,01,9691083
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,01,5930199
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,01,2513286
G.批發及零售業,45 批發業,464 機械器具批發業,01,9553907
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,01,3597545
G.批發及零售業,45 批發業,469 其他專賣批發業,01,3910014
G.批發及零售業,47 零售業,471 綜合商品零售業,01,295445893
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,01,25691559
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,01,8091353
G.批發及零售業,47 零售業,474 家用器具及用品零售業,01,6368758
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,01,6245194
G.批發及零售業,47 零售業,476 文教育樂用品零售業,01,2423725
G.批發及零售業,47 零售業,481 建材零售業,01,390704
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,01,14323758
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,01,7312451
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,01,9911155
G.批發及零售業,47 零售業,485 其他專賣零售業,01,3624799
G.批發及零售業,47 零售業,486 零售攤販,01,484734
G.批發及零售業,47 零售業,487 其他非店面零售業,01,1565660
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,01,113156971
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,01,78431702
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,01,2850524
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,01,4344130
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,01,183293
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,01,1386097
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,01,20120
H.運輸及倉儲業,51 航空運輸業,,01,4158892
H.運輸及倉儲業,52 運輸輔助業,521 報關業,01,942017
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,01,672581
H.運輸及倉儲業,52 運輸輔助業,523 貨運承攬業,01,1928692
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,01,12838723
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,01,16602628
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,01,22363826
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,01,9190063
H.運輸及倉儲業,53 倉儲業,,01,69255278
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,01,3155578
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,01,3647178
I.住宿及餐飲業,55 住宿業,551 短期住宿業,01,157631574
I.住宿及餐飲業,55 住宿業,559 其他住宿業,01,694518
I.住宿及餐飲業,56 餐飲業,561 餐食業,01,85105150
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,01,2759849
I.住宿及餐飲業,56 餐飲業,563 飲料業,01,5086480
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,01,3722764
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,01,304420
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,01,10245838
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,01,120885
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,01,3852984
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,01,5889003
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,01,96399088
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,01,5695286
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,"631 入口網站經營、資料處理、
      主機及網站代管服務業",01,75805309
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,01,1204104
K.金融及保險業,64 金融服務業,641 貨幣中介業,01,39236339
K.金融及保險業,64 金融服務業,642 控股業,01,622344
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,01,576719
K.金融及保險業,64 金融服務業,649 其他金融服務業,01,1327543
K.金融及保險業,65 保險業,651 人身保險業,01,22031989
K.金融及保險業,65 保險業,652 財產保險業,01,1931508
K.金融及保險業,65 保險業,653 再保險業,01,0
K.金融及保險業,65 保險業,654 退休基金,01,0
K.金融及保險業,65 保險業,655 保險輔助業,01,730987
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,01,5352576
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,01,128490
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,01,154197
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,01,1429033
L.不動產業,67 不動產開發業,,01,13738227
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,01,18204391
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,01,785550
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,01,1252314
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,01,245556
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,01,7584136
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,01,2066081
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,01,2887163
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,01,6478748
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,01,21956550
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,01,299900
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,01,8825265
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,01,663062
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,01,39520
M.專業、科學及技術服務業,74 專門設計業,,01,349011
M.專業、科學及技術服務業,75 獸醫業,,01,381798
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,01,5764583
N.支援服務業,77 租賃業,771 機械設備租賃業,01,971737
N.支援服務業,77 租賃業,772 運輸工具租賃業,01,298360
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,01,2730448
N.支援服務業,77 租賃業,774 智慧財產租賃業,01,24874
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,01,595545
N.支援服務業,78 人力仲介及供應業,782 人力供應業,01,240216
N.支援服務業,79 旅行及相關服務業,,01,1724592
N.支援服務業,80 保全及偵探業,,01,859036
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,01,200000
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,01,21705412
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,01,102541
N.支援服務業,82 行政支援服務業,,01,4915380
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,,01,181573805
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,01,745845
P.教育業,85 教育業,851 學前教育,01,2575937
P.教育業,85 教育業,852 小學教育,01,24056131
P.教育業,85 教育業,853 國民中學教育,01,22171412
P.教育業,85 教育業,854 高級中等教育,01,21839002
P.教育業,85 教育業,855 大專校院,01,127142598
P.教育業,85 教育業,856 特殊教育學校,01,80140
P.教育業,85 教育業,858 教育輔助業,01,94765
P.教育業,85 教育業,859 其他教育業,01,6944563
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,01,188147905
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,01,14010537
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,01,11935694
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,01,18653515
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,01,6093098
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,01,479019
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,01,616869
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,01,4630286
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,01,15204104
R.藝術、娛樂及休閒服務業,92 博弈業,,01,225174
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,01,31917536
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,01,25868966
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,01,8688398
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,01,652425
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,01,22362690
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,01,7338120
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,01,290730
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,01,95717
S.其他服務業,96 未分類其他服務業,961 洗衣業,01,4790864
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,01,4928917
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,01,3983660
S.其他服務業,96 未分類其他服務業,964 家事服務業,01,76809
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,01,3760059
T.家庭(住宅用),97 住宅與公共設施,,01,215221517
U.其他不能歸類,98 其他不能歸類,,01,143698678
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,02,41351241
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,02,54432644
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,02,53792372
A.農、林、漁、牧業,02 林業,021 林業,02,180394
A.農、林、漁、牧業,03 漁業,031 漁撈業,02,256200
A.農、林、漁、牧業,03 漁業,032 水產養殖業,02,70117993
B.礦業及土石採取業,05 石油及天然氣礦業,,02,2226596
B.礦業及土石採取業,06 砂、石採取及其他礦業,,02,16719338
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,02,44827178
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,02,21058321
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,02,19735521
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,02,11441174
C.製造業,08 食品及飲料製造業,085 乳品製造業,02,23260206
C.製造業,08 食品及飲料製造業,086 碾榖、磨粉及澱粉製品製造業,02,16430079
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,02,25052296
C.製造業,08 食品及飲料製造業,089 其他食品製造業,02,135188124
C.製造業,09 飲料製造業,091 酒精飲料製造業,02,8049528
C.製造業,09 飲料製造業,092 非酒精飲料製造業,02,13804781
C.製造業,10菸草製造業,,02,3042441
C.製造業,11 紡織業,111 紡紗業,02,77444798
C.製造業,11 紡織業,112 織布業,02,112110634
C.製造業,11 紡織業,113 不織布業,02,17219259
C.製造業,11 紡織業,114 染整業,02,35291148
C.製造業,11 紡織業,115 紡織品製造業,02,17286339
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,02,7748069
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,02,2902735
C.製造業,13 皮革、毛皮及其製品製造業,,02,7049176
C.製造業,14 木竹製品製造業,,02,8771095
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,02,65212849
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,02,28072020
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,02,25476450
C.製造業,16 印刷及資料儲存媒體複製業,,02,25685252
C.製造業,17 石油及煤製品製造業,,02,131161377
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,02,429085900
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,02,12713743
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,02,152796560
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,02,110778031
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,02,2360949
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,02,13568826
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,02,9500908
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,02,37991966
C.製造業,20 藥品及醫用化學製品製造業,,02,59570301
C.製造業,21 橡膠製品製造業,,02,52735142
C.製造業,22 塑膠製品製造業,,02,273398443
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,02,201269679
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,02,18496493
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,02,115674748
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,02,5363024
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,02,26957353
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,02,814327847
C.製造業,24 基本金屬製造業,242 鋁製造業,02,50385405
C.製造業,24 基本金屬製造業,243 銅製造業,02,127195925
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,02,21340279
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,02,63449517
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,02,16828332
C.製造業,25 金屬製品製造業,253 金屬容器製造業,02,9186149
C.製造業,25 金屬製品製造業,254 金屬加工處理業,02,141338055
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,02,124256732
C.製造業,26 電子零組件製造業,261 半導體製造業,02,2943485206
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,02,135304555
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,02,226911073
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,02,835800273
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,02,235252750
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,02,42499235
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,02,17569215
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,02,6945535
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,02,11918798
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,02,12146357
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,02,1153043
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,02,70979564
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,02,11787892
C.製造業,28 電力設備及配備製造業,282 電池製造業,02,19874994
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,02,30419062
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,02,3715611
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,02,9808422
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,02,15264239
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,02,37278282
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,02,32704321
C.製造業,29 機械設備製造業,293 通用機械設備製造業,02,64677988
C.製造業,30 汽車及其零件製造業,301 汽車製造業,02,9554676
C.製造業,30 汽車及其零件製造業,302 車體製造業,02,1103973
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,02,74099120
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,02,8306411
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,02,14377116
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,02,17368807
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,02,17815221
C.製造業,32 家具製造業,321 非金屬家具製造業,02,4908162
C.製造業,32 家具製造業,322 金屬家具製造業,02,4035489
C.製造業,33 其他製造業,331 育樂用品製造業,02,15860756
C.製造業,33 其他製造業,332 醫療器材及用品製造業,02,31244315
C.製造業,33 其他製造業,339 未分類其他製造業,02,12227620
C.製造業,34 產業用機械設備維修及安裝業,,02,12158284
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,02,13472755
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,02,37579492
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,02,264021
E.用水供應及污染整治業,36 用水供應業,,02,101017834
E.用水供應及污染整治業,37 廢水及污水處理業,,02,20769784
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,02,2302517
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,02,11329846
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,02,16399147
E.用水供應及污染整治業,39 污染整治業,,02,659767
F.營建工程業,41 建築工程業,,02,44354708
F.營建工程業,42 土木工程業,421 道路工程業,02,6577737
F.營建工程業,42 土木工程業,422 公用事業設施工程業,02,12477463
F.營建工程業,42 土木工程業,429 其他土木工程業,02,1601591
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,02,676883
F.營建工程業,43 專門營造業,432 庭園景觀工程業,02,74918
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,02,2233961
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,02,296533
F.營建工程業,43 專門營造業,439 其他專門營造業,02,807132
G.批發及零售業,45 批發業,451 商品批發經紀業,02,1917481
G.批發及零售業,45 批發業,452 綜合商品批發業,02,3339007
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,02,5063643
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,02,22297574
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,02,2056853
G.批發及零售業,45 批發業,456 家用器具及用品批發業,02,3794500
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,02,2804692
G.批發及零售業,45 批發業,458 文教育樂用品批發業,02,1449291
G.批發及零售業,45 批發業,461 建材批發業,02,7341899
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,02,5004172
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,02,2311279
G.批發及零售業,45 批發業,464 機械器具批發業,02,8180605
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,02,2902578
G.批發及零售業,45 批發業,469 其他專賣批發業,02,3163001
G.批發及零售業,47 零售業,471 綜合商品零售業,02,276327440
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,02,21895556
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,02,6591371
G.批發及零售業,47 零售業,474 家用器具及用品零售業,02,5305880
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,02,5289449
G.批發及零售業,47 零售業,476 文教育樂用品零售業,02,2021393
