行業別大類,行業別中類,行業別小類,月份,售電量
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,01,39410214
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,01,50575267
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,01,60037286
A.農、林、漁、牧業,02 林業,021 林業,01,170842
A.農、林、漁、牧業,03 漁業,031 漁撈業,01,84932
A.農、林、漁、牧業,03 漁業,032 水產養殖業,01,81506715
B.礦業及土石採取業,05 石油及天然氣礦業,,01,3063407
B.礦業及土石採取業,06 砂、石採取及其他礦業,,01,23204677
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,01,37413436
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,01,16585573
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,01,16939708
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,01,13370327
C.製造業,08 食品及飲料製造業,085 乳品製造業,01,16798371
C.製造業,08 食品及飲料製造業,086 碾榖、磨粉及澱粉製品製造業,01,20498989
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,01,27868912
C.製造業,08 食品及飲料製造業,089 其他食品製造業,01,133442424
C.製造業,09 飲料製造業,091 酒精飲料製造業,01,9166500
C.製造業,09 飲料製造業,092 非酒精飲料製造業,01,24381865
C.製造業,10菸草製造業,,01,3542353
C.製造業,11 紡織業,111 紡紗業,01,110419974
C.製造業,11 紡織業,112 織布業,01,168217701
C.製造業,11 紡織業,113 不織布業,01,31670576
C.製造業,11 紡織業,114 染整業,01,57377324
C.製造業,11 紡織業,115 紡織品製造業,01,23575991
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,01,11845446
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,01,3551631
C.製造業,13 皮革、毛皮及其製品製造業,,01,10577462
C.製造業,14 木竹製品製造業,,01,11230749
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,01,100553332
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,01,33466641
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,01,33003251
C.製造業,16 印刷及資料儲存媒體複製業,,01,35384355
C.製造業,17 石油及煤製品製造業,,01,145719478
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,01,470360479
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,01,13326157
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,01,213212100
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,01,127606312
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,01,4786780
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,01,18853583
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,01,11779175
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,01,130971981
C.製造業,20 藥品及醫用化學製品製造業,,01,60766212
C.製造業,21 橡膠製品製造業,,01,86893411
C.製造業,22 塑膠製品製造業,,01,453217824
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,01,232734567
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,01,34492362
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,01,158282172
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,01,9721890
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,01,41106878
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,01,1004524275
C.製造業,24 基本金屬製造業,242 鋁製造業,01,73603667
C.製造業,24 基本金屬製造業,243 銅製造業,01,99698204
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,01,27374168
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,01,90481144
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,01,70094651
C.製造業,25 金屬製品製造業,253 金屬容器製造業,01,11745252
C.製造業,25 金屬製品製造業,254 金屬加工處理業,01,197076845
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,01,185848256
C.製造業,26 電子零組件製造業,261 半導體製造業,01,2358479320
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,01,152291037
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,01,288718509
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,01,930961851
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,01,309655400
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,01,44718043
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,01,21986016
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,01,6457494
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,01,18818091
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,01,14750011
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,01,1165301
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,01,67752566
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,01,18612772
C.製造業,28 電力設備及配備製造業,282 電池製造業,01,20743364
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,01,42807738
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,01,5605052
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,01,15530486
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,01,96605244
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,01,44532349
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,01,44417380
C.製造業,29 機械設備製造業,293 通用機械設備製造業,01,90708408
C.製造業,30 汽車及其零件製造業,301 汽車製造業,01,12242821
C.製造業,30 汽車及其零件製造業,302 車體製造業,01,1705489
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,01,113326705
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,01,9808059
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,01,23217759
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,01,36041025
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,01,20294816
C.製造業,32 家具製造業,321 非金屬家具製造業,01,7709780
C.製造業,32 家具製造業,322 金屬家具製造業,01,6265098
C.製造業,33 其他製造業,331 育樂用品製造業,01,25311035
C.製造業,33 其他製造業,332 醫療器材及用品製造業,01,39925542
C.製造業,33 其他製造業,339 未分類其他製造業,01,18279615
C.製造業,34 產業用機械設備維修及安裝業,,01,15700782
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,01,27001055
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,01,35648360
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,01,213196
E.用水供應及污染整治業,36 用水供應業,,01,112474849
E.用水供應及污染整治業,37 廢水及污水處理業,,01,10402351
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,01,1741691
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,01,5794433
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,01,16721503
E.用水供應及污染整治業,39 污染整治業,,01,721522
F.營建工程業,41 建築工程業,,01,37688570
F.營建工程業,42 土木工程業,421 道路工程業,01,8047349
F.營建工程業,42 土木工程業,422 公用事業設施工程業,01,12770170
F.營建工程業,42 土木工程業,429 其他土木工程業,01,1233446
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,01,2063244
F.營建工程業,43 專門營造業,432 庭園景觀工程業,01,92076
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,01,2480437
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,01,357921
F.營建工程業,43 專門營造業,439 其他專門營造業,01,1330075
G.批發及零售業,45 批發業,451 商品批發經紀業,01,2782361
G.批發及零售業,45 批發業,452 綜合商品批發業,01,7166939
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,01,7945698
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,01,27722261
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,01,3252776
G.批發及零售業,45 批發業,456 家用器具及用品批發業,01,5392971
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,01,2834716
G.批發及零售業,45 批發業,458 文教育樂用品批發業,01,1410214
G.批發及零售業,45 批發業,461 建材批發業,01,10817806
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,01,5612223
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,01,2441179
G.批發及零售業,45 批發業,464 機械器具批發業,01,7722588
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,01,3558280
G.批發及零售業,45 批發業,469 其他專賣批發業,01,4231887
G.批發及零售業,47 零售業,471 綜合商品零售業,01,255284103
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,01,28380763
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,01,9444163
G.批發及零售業,47 零售業,474 家用器具及用品零售業,01,8295279
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,01,5896874
G.批發及零售業,47 零售業,476 文教育樂用品零售業,01,2544340
G.批發及零售業,47 零售業,481 建材零售業,01,1173877
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,01,7205851
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,01,7613668
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,01,8780264
G.批發及零售業,47 零售業,485 其他專賣零售業,01,4914868
G.批發及零售業,47 零售業,486 零售攤販,01,209099
G.批發及零售業,47 零售業,487 其他非店面零售業,01,1289174
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,01,106205987
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,01,78517721
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,01,2413045
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,01,4153550
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,01,125493
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,01,1393801
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,01,17960
H.運輸及倉儲業,51 航空運輸業,,01,4100176
H.運輸及倉儲業,52 運輸輔助業,521 報關業,01,1261289
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,01,107114
H.運輸及倉儲業,52 運輸輔助業,523 貨運承攬業,01,2208708
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,01,9695382
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,01,14410043
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,01,19381611
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,01,4884074
H.運輸及倉儲業,53 倉儲業,,01,63748293
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,01,2462738
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,01,3646664
I.住宿及餐飲業,55 住宿業,551 短期住宿業,01,143137733
I.住宿及餐飲業,55 住宿業,559 其他住宿業,01,678303
I.住宿及餐飲業,56 餐飲業,561 餐食業,01,80462094
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,01,4136897
I.住宿及餐飲業,56 餐飲業,563 飲料業,01,4560779
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,01,4229371
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,01,282986
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,01,6951783
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,01,144778
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,01,4205970
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,01,8838481
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,01,111642365
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,01,4617995
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,"631 入口網站經營、資料處理、
      主機及網站代管服務業",01,52665129
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,01,726126
K.金融及保險業,64 金融服務業,641 貨幣中介業,01,44688714
K.金融及保險業,64 金融服務業,642 控股業,01,1091564
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,01,714964
K.金融及保險業,64 金融服務業,649 其他金融服務業,01,1383151
K.金融及保險業,65 保險業,651 人身保險業,01,22331525
K.金融及保險業,65 保險業,652 財產保險業,01,2284917
K.金融及保險業,65 保險業,653 再保險業,01,0
K.金融及保險業,65 保險業,654 退休基金,01,0
K.金融及保險業,65 保險業,655 保險輔助業,01,383226
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,01,5468782
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,01,126942
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,01,146780
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,01,1444774
L.不動產業,67 不動產開發業,,01,16866675
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,01,17621481
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,01,1290632
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,01,1213862
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,01,273215
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,01,8417999
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,01,2023656
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,01,4189862
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,01,5743741
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,01,14766438
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,01,81540
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,01,13534522
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,01,510046
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,01,105120
M.專業、科學及技術服務業,74 專門設計業,,01,269203
M.專業、科學及技術服務業,75 獸醫業,,01,259828
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,01,2284908
N.支援服務業,77 租賃業,771 機械設備租賃業,01,913600
N.支援服務業,77 租賃業,772 運輸工具租賃業,01,178201
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,01,5741364
N.支援服務業,77 租賃業,774 智慧財產租賃業,01,26470
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,01,694877
N.支援服務業,78 人力仲介及供應業,782 人力供應業,01,160737
N.支援服務業,79 旅行及相關服務業,,01,1487906
N.支援服務業,80 保全及偵探業,,01,830843
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,01,210474
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,01,23852834
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,01,55735
N.支援服務業,82 行政支援服務業,,01,6282166
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,,01,162933743
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,01,739125
P.教育業,85 教育業,851 學前教育,01,2044452
P.教育業,85 教育業,852 小學教育,01,20484597
P.教育業,85 教育業,853 國民中學教育,01,20400142
P.教育業,85 教育業,854 高級中等教育,01,22452072
P.教育業,85 教育業,855 大專校院,01,129830751
P.教育業,85 教育業,856 特殊教育學校,01,66592
P.教育業,85 教育業,858 教育輔助業,01,34002
P.教育業,85 教育業,859 其他教育業,01,7413594
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,01,177290040
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,01,13938898
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,01,11533959
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,01,17011970
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,01,5693671
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,01,484476
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,01,557058
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,01,4402396
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,01,13756630
R.藝術、娛樂及休閒服務業,92 博弈業,,01,205737
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,01,25220641
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,01,31136054
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,01,6150632
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,01,521690
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,01,22697842
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,01,6267302
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,01,154931
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,01,77403
S.其他服務業,96 未分類其他服務業,961 洗衣業,01,4239482
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,01,5380792
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,01,3105811
S.其他服務業,96 未分類其他服務業,964 家事服務業,01,78665
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,01,3986458
T.家庭(住宅用),97 住宅與公共設施,,01,236543637
U.其他不能歸類,98 其他不能歸類,,01,93465487
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,02,36356079
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,02,46662838
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,02,60471975
A.農、林、漁、牧業,02 林業,021 林業,02,172519
A.農、林、漁、牧業,03 漁業,031 漁撈業,02,94657
A.農、林、漁、牧業,03 漁業,032 水產養殖業,02,75141111
B.礦業及土石採取業,05 石油及天然氣礦業,,02,2523308
B.礦業及土石採取業,06 砂、石採取及其他礦業,,02,16519251
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,02,32310008
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,02,14355542
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,02,15050396
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,02,9839739
C.製造業,08 食品及飲料製造業,085 乳品製造業,02,15435478
C.製造業,08 食品及飲料製造業,086 碾榖、磨粉及澱粉製品製造業,02,15252078
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,02,22916103
C.製造業,08 食品及飲料製造業,089 其他食品製造業,02,114061346
C.製造業,09 飲料製造業,091 酒精飲料製造業,02,8242953
C.製造業,09 飲料製造業,092 非酒精飲料製造業,02,20426855
C.製造業,10菸草製造業,,02,2992408
C.製造業,11 紡織業,111 紡紗業,02,89131840
C.製造業,11 紡織業,112 織布業,02,140808485
C.製造業,11 紡織業,113 不織布業,02,27009025
C.製造業,11 紡織業,114 染整業,02,42575106
C.製造業,11 紡織業,115 紡織品製造業,02,19579825
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,02,9590949
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,02,3104895
C.製造業,13 皮革、毛皮及其製品製造業,,02,8556314
C.製造業,14 木竹製品製造業,,02,9083883
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,02,75933217
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,02,25950066
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,02,25913778
C.製造業,16 印刷及資料儲存媒體複製業,,02,28189220
C.製造業,17 石油及煤製品製造業,,02,135545342
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,02,421466594
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,02,11965284
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,02,189103204
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,02,111724674
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,02,3226677
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,02,14444902
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,02,9715591
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,02,104155337
C.製造業,20 藥品及醫用化學製品製造業,,02,50648975
C.製造業,21 橡膠製品製造業,,02,66490481
C.製造業,22 塑膠製品製造業,,02,372727279
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,02,204403078
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,02,16802607
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,02,120665475
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,02,6166300
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,02,30284770
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,02,829272120
C.製造業,24 基本金屬製造業,242 鋁製造業,02,59645451
C.製造業,24 基本金屬製造業,243 銅製造業,02,86743432
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,02,21548419
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,02,75310895
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,02,51217085
C.製造業,25 金屬製品製造業,253 金屬容器製造業,02,9275981
C.製造業,25 金屬製品製造業,254 金屬加工處理業,02,153625978
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,02,149767900
C.製造業,26 電子零組件製造業,261 半導體製造業,02,2313823450
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,02,135227959
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,02,245575008
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,02,845694130
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,02,276558907
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,02,37845119
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,02,18895476
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,02,5636530
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,02,16824645
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,02,12707581
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,02,1003906
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,02,58989127
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,02,15550345
C.製造業,28 電力設備及配備製造業,282 電池製造業,02,15770102
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,02,33401690
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,02,4665454
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,02,12401099
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,02,85608940
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,02,37741702
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,02,37725638
C.製造業,29 機械設備製造業,293 通用機械設備製造業,02,73879252
C.製造業,30 汽車及其零件製造業,301 汽車製造業,02,8962621
C.製造業,30 汽車及其零件製造業,302 車體製造業,02,1337284
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,02,89682563
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,02,8074933
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,02,18064502
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,02,29332955
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,02,15925652
C.製造業,32 家具製造業,321 非金屬家具製造業,02,5820207
C.製造業,32 家具製造業,322 金屬家具製造業,02,4898264
C.製造業,33 其他製造業,331 育樂用品製造業,02,20158957
C.製造業,33 其他製造業,332 醫療器材及用品製造業,02,32381761
C.製造業,33 其他製造業,339 未分類其他製造業,02,15300204
C.製造業,34 產業用機械設備維修及安裝業,,02,13106386
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,02,12016662
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,02,35336205
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,02,87436
E.用水供應及污染整治業,36 用水供應業,,02,103262342
E.用水供應及污染整治業,37 廢水及污水處理業,,02,9241429
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,02,1674134
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,02,4878797
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,02,15618426
E.用水供應及污染整治業,39 污染整治業,,02,614124
F.營建工程業,41 建築工程業,,02,33828293
F.營建工程業,42 土木工程業,421 道路工程業,02,7783160
F.營建工程業,42 土木工程業,422 公用事業設施工程業,02,11043616
F.營建工程業,42 土木工程業,429 其他土木工程業,02,865076
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,02,1666371
F.營建工程業,43 專門營造業,432 庭園景觀工程業,02,79738
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,02,2053105
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,02,267455
F.營建工程業,43 專門營造業,439 其他專門營造業,02,1060827
G.批發及零售業,45 批發業,451 商品批發經紀業,02,2396697
G.批發及零售業,45 批發業,452 綜合商品批發業,02,6625313
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,02,7160998
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,02,24894290
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,02,2903935
G.批發及零售業,45 批發業,456 家用器具及用品批發業,02,4829528
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,02,2507143
G.批發及零售業,45 批發業,458 文教育樂用品批發業,02,1273032
G.批發及零售業,45 批發業,461 建材批發業,02,8798310
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,02,5139094
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,02,2182338
G.批發及零售業,45 批發業,464 機械器具批發業,02,6818088
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,02,2939778
G.批發及零售業,45 批發業,469 其他專賣批發業,02,3922034
G.批發及零售業,47 零售業,471 綜合商品零售業,02,238534038
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,02,25156784
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,02,8122100
G.批發及零售業,47 零售業,474 家用器具及用品零售業,02,7231131
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,02,5183884
G.批發及零售業,47 零售業,476 文教育樂用品零售業,02,2193921
G.批發及零售業,47 零售業,481 建材零售業,02,1135543
