行業別大類,行業別中類,行業別小類,月份,售電量
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,01,57975921
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,01,15598739
C.製造業,28 電力設備及配備製造業,282 電池製造業,01,21835435
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,01,34531162
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,01,4724274
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,01,12939640
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,01,94163334
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,01,35210563
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,01,38267787
C.製造業,29 機械設備製造業,293 通用機械設備製造業,01,75634867
C.製造業,30 汽車及其零件製造業,301 汽車製造業,01,9848249
C.製造業,30 汽車及其零件製造業,302 車體製造業,01,1346275
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,01,92247698
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,01,9614675
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,01,17508167
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,01,25775711
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,01,22200305
C.製造業,32 家具製造業,321 非金屬家具製造業,01,6197092
C.製造業,32 家具製造業,322 金屬家具製造業,01,5419144
C.製造業,33 其他製造業,331 育樂用品製造業,01,18888476
C.製造業,33 其他製造業,332 醫療器材及用品製造業,01,34241783
C.製造業,33 其他製造業,339 未分類其他製造業,01,16253010
C.製造業,34 產業用機械設備維修及安裝業,,01,13822250
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,01,82166556
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,01,54190116
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,01,98343
E.用水供應及污染整治業,36 用水供應業,,01,105040006
E.用水供應及污染整治業,37 廢水及污水處理業,,01,9226940
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,01,1464581
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,01,4842806
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,01,11614810
E.用水供應及污染整治業,39 污染整治業,,01,581071
F.營建工程業,41 建築工程業,,01,29287593
F.營建工程業,42 土木工程業,421 道路工程業,01,6287793
F.營建工程業,42 土木工程業,422 公用事業設施工程業,01,10811388
F.營建工程業,42 土木工程業,429 其他土木工程業,01,855592
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,01,793533
F.營建工程業,43 專門營造業,432 庭園景觀工程業,01,96296
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,01,2153862
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,01,397938
F.營建工程業,43 專門營造業,439 其他專門營造業,01,1597249
G.批發及零售業,45 批發業,451 商品批發經紀業,01,2983032
G.批發及零售業,45 批發業,452 綜合商品批發業,01,7408892
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,01,7966116
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,01,26745805
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,01,3321038
G.批發及零售業,45 批發業,456 家用器具及用品批發業,01,4771681
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,01,2737311
G.批發及零售業,45 批發業,458 文教育樂用品批發業,01,1350482
G.批發及零售業,45 批發業,461 建材批發業,01,9035896
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,01,5119599
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,01,2316141
G.批發及零售業,45 批發業,464 機械器具批發業,01,7215222
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,01,3241501
G.批發及零售業,45 批發業,469 其他專賣批發業,01,4524021
G.批發及零售業,47 零售業,471 綜合商品零售業,01,262763058
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,01,27106496
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,01,9480113
G.批發及零售業,47 零售業,474 家用器具及用品零售業,01,8384199
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,01,5647416
G.批發及零售業,47 零售業,476 文教育樂用品零售業,01,2408397
G.批發及零售業,47 零售業,481 建材零售業,01,1155685
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,01,6441888
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,01,7338518
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,01,8127395
G.批發及零售業,47 零售業,485 其他專賣零售業,01,4563491
G.批發及零售業,47 零售業,486 零售攤販,01,125947
G.批發及零售業,47 零售業,487 其他非店面零售業,01,1432368
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,01,111984398
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,01,80584728
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,01,2128778
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,01,4189006
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,01,126399
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,01,1355962
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,01,0
H.運輸及倉儲業,51 航空運輸業,,01,5665118
H.運輸及倉儲業,52 運輸輔助業,521 報關業,01,1275978
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,01,104522
H.運輸及倉儲業,52 運輸輔助業,523 貨運承攬業,01,1979550
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,01,10000183
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,01,14849647
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,01,26075984
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,01,4579031
H.運輸及倉儲業,53 倉儲業,,01,56211595
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,01,2475158
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,01,3486118
I.住宿及餐飲業,55 住宿業,551 短期住宿業,01,149159481
I.住宿及餐飲業,55 住宿業,559 其他住宿業,01,486924
I.住宿及餐飲業,56 餐飲業,561 餐食業,01,77973548
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,01,4773718
I.住宿及餐飲業,56 餐飲業,563 飲料業,01,4203651
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,01,3867048
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,01,287926
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,01,7473560
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,01,125896
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,01,3941239
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,01,8501876
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,01,110928442
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,01,4384753
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,"631 入口網站經營、資料處理、
      主機及網站代管服務業",01,50048955
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,01,378559
K.金融及保險業,64 金融服務業,641 貨幣中介業,01,43775471
K.金融及保險業,64 金融服務業,642 控股業,01,1021684
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,01,712434
K.金融及保險業,64 金融服務業,649 其他金融服務業,01,1368233
K.金融及保險業,65 保險業,651 人身保險業,01,22000157
K.金融及保險業,65 保險業,652 財產保險業,01,2013578
K.金融及保險業,65 保險業,653 再保險業,01,0
K.金融及保險業,65 保險業,654 退休基金,01,0
K.金融及保險業,65 保險業,655 保險輔助業,01,342774
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,01,5423399
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,01,116759
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,01,161160
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,01,1410790
L.不動產業,67 不動產開發業,,01,17027280
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,01,17697767
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,01,1701008
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,01,1216911
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,01,262944
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,01,8305182
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,01,2476000
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,01,3790685
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,01,5038608
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,01,13453565
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,01,77580
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,01,10959911
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,01,484647
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,01,99440
M.專業、科學及技術服務業,74 專門設計業,,01,249331
M.專業、科學及技術服務業,75 獸醫業,,01,236745
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,01,2048691
N.支援服務業,77 租賃業,771 機械設備租賃業,01,525934
N.支援服務業,77 租賃業,772 運輸工具租賃業,01,116404
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,01,5561380
N.支援服務業,77 租賃業,774 智慧財產租賃業,01,15759
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,01,585424
N.支援服務業,78 人力仲介及供應業,782 人力供應業,01,154984
N.支援服務業,79 旅行及相關服務業,,01,1600884
N.支援服務業,80 保全及偵探業,,01,761146
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,01,181391
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,01,21962372
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,01,46536
N.支援服務業,82 行政支援服務業,,01,5667047
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,,01,156965205
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,01,793521
P.教育業,85 教育業,851 學前教育,01,1686255
P.教育業,85 教育業,852 小學教育,01,16429781
P.教育業,85 教育業,853 國民中學教育,01,17988506
P.教育業,85 教育業,854 高級中等教育,01,20501967
P.教育業,85 教育業,855 大專校院,01,120224775
P.教育業,85 教育業,856 特殊教育學校,01,69424
P.教育業,85 教育業,858 教育輔助業,01,11494
P.教育業,85 教育業,859 其他教育業,01,10238997
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,01,179032420
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,01,13631859
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,01,11559510
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,01,15571689
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,01,5550246
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,01,458531
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,01,533397
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,01,4072900
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,01,13271992
R.藝術、娛樂及休閒服務業,92 博弈業,,01,168884
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,01,22247725
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,01,29899285
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,01,5852623
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,01,497383
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,01,23071847
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,01,5292451
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,01,122405
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,01,93783
S.其他服務業,96 未分類其他服務業,961 洗衣業,01,4296633
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,01,5087896
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,01,2882590
S.其他服務業,96 未分類其他服務業,964 家事服務業,01,69986
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,01,3785127
T.家庭(住宅用),97 住宅與公共設施,,01,210251134
U.其他不能歸類,98 其他不能歸類,,01,77902844
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,02,40039716
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,02,52230820
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,02,65258352
A.農、林、漁、牧業,02 林業,021 林業,02,175625
A.農、林、漁、牧業,03 漁業,031 漁撈業,02,126057
A.農、林、漁、牧業,03 漁業,032 水產養殖業,02,79520235
B.礦業及土石採取業,05 石油及天然氣礦業,,02,2352688
B.礦業及土石採取業,06 砂、石採取及其他礦業,,02,20417677
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,02,34189619
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,02,15136456
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,02,15565821
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,02,11885260
C.製造業,08 食品及飲料製造業,085 乳品製造業,02,16393390
C.製造業,08 食品及飲料製造業,086 碾榖、磨粉及澱粉製品製造業,02,19149269
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,02,27480192
C.製造業,08 食品及飲料製造業,089 其他食品製造業,02,128129340
C.製造業,09 飲料製造業,091 酒精飲料製造業,02,8380123
C.製造業,09 飲料製造業,092 非酒精飲料製造業,02,22674721
C.製造業,10菸草製造業,,02,3875667
C.製造業,11 紡織業,111 紡紗業,02,113015765
C.製造業,11 紡織業,112 織布業,02,167820772
C.製造業,11 紡織業,113 不織布業,02,26866009
C.製造業,11 紡織業,114 染整業,02,60278137
C.製造業,11 紡織業,115 紡織品製造業,02,22599979
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,02,11206881
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,02,3591142
C.製造業,13 皮革、毛皮及其製品製造業,,02,10880846
C.製造業,14 木竹製品製造業,,02,10225516
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,02,106218978
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,02,31154897
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,02,31727563
C.製造業,16 印刷及資料儲存媒體複製業,,02,32587018
C.製造業,17 石油及煤製品製造業,,02,210414869
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,02,410955965
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,02,12330006
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,02,180208016
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,02,113265949
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,02,4452492
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,02,16875070
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,02,11666579
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,02,79543746
C.製造業,20 藥品及醫用化學製品製造業,,02,62944945
C.製造業,21 橡膠製品製造業,,02,85747899
C.製造業,22 塑膠製品製造業,,02,408516321
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,02,222581924
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,02,24606365
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,02,133767597
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,02,9467860
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,02,35926076
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,02,961142259
C.製造業,24 基本金屬製造業,242 鋁製造業,02,61415622
C.製造業,24 基本金屬製造業,243 銅製造業,02,89758420
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,02,25955283
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,02,78462054
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,02,55885126
C.製造業,25 金屬製品製造業,253 金屬容器製造業,02,12421408
C.製造業,25 金屬製品製造業,254 金屬加工處理業,02,164608065
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,02,152619640
C.製造業,26 電子零組件製造業,261 半導體製造業,02,2204671387
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,02,138757323
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,02,266271520
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,02,880535854
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,02,267118295
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,02,41352646
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,02,22205702
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,02,6117497
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,02,19163620
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,02,13730022
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,02,1098634
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,02,58999041
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,02,17610376
C.製造業,28 電力設備及配備製造業,282 電池製造業,02,23393944
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,02,40322796
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,02,5040362
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,02,13555346
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,02,91393781
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,02,38398506
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,02,40390723
C.製造業,29 機械設備製造業,293 通用機械設備製造業,02,83919393
C.製造業,30 汽車及其零件製造業,301 汽車製造業,02,9766355
C.製造業,30 汽車及其零件製造業,302 車體製造業,02,1313831
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,02,103902800
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,02,9971987
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,02,19829657
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,02,28512489
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,02,24263041
C.製造業,32 家具製造業,321 非金屬家具製造業,02,6668060
C.製造業,32 家具製造業,322 金屬家具製造業,02,5734853
C.製造業,33 其他製造業,331 育樂用品製造業,02,21010292
C.製造業,33 其他製造業,332 醫療器材及用品製造業,02,37550250
C.製造業,33 其他製造業,339 未分類其他製造業,02,18081660
C.製造業,34 產業用機械設備維修及安裝業,,02,14772719
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,02,-7872739
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,02,58172799
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,02,182406
E.用水供應及污染整治業,36 用水供應業,,02,103218107
E.用水供應及污染整治業,37 廢水及污水處理業,,02,10249487
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,02,1644138
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,02,5636409
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,02,12604224
E.用水供應及污染整治業,39 污染整治業,,02,610474
F.營建工程業,41 建築工程業,,02,31759471
F.營建工程業,42 土木工程業,421 道路工程業,02,6022714
F.營建工程業,42 土木工程業,422 公用事業設施工程業,02,10642933
F.營建工程業,42 土木工程業,429 其他土木工程業,02,1166342
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,02,905303
F.營建工程業,43 專門營造業,432 庭園景觀工程業,02,102567
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,02,2299178
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,02,439932
F.營建工程業,43 專門營造業,439 其他專門營造業,02,1680613
G.批發及零售業,45 批發業,451 商品批發經紀業,02,3083090
G.批發及零售業,45 批發業,452 綜合商品批發業,02,7512184
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,02,8478981
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,02,28557306
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,02,3545627
G.批發及零售業,45 批發業,456 家用器具及用品批發業,02,5054634
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,02,2985184
G.批發及零售業,45 批發業,458 文教育樂用品批發業,02,1363146
G.批發及零售業,45 批發業,461 建材批發業,02,9533968
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,02,5131189
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,02,2137813
G.批發及零售業,45 批發業,464 機械器具批發業,02,7604082
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,02,3524254
G.批發及零售業,45 批發業,469 其他專賣批發業,02,4674292
G.批發及零售業,47 零售業,471 綜合商品零售業,02,256899031
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,02,29158612
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,02,10478320
G.批發及零售業,47 零售業,474 家用器具及用品零售業,02,8706735
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,02,6411603
G.批發及零售業,47 零售業,476 文教育樂用品零售業,02,2580454
