行業別大類,行業別中類,行業別小類,月份,售電量
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,01,6091294
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,01,31483261
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,01,787019741
C.製造業,24 基本金屬製造業,242 鋁製造業,01,47912986
C.製造業,24 基本金屬製造業,243 銅製造業,01,77841600
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,01,20206646
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,01,68089657
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,01,45057102
C.製造業,25 金屬製品製造業,253 金屬容器製造業,01,9071260
C.製造業,25 金屬製品製造業,254 金屬加工處理業,01,128896111
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,01,133950589
C.製造業,26 電子零組件製造業,261 半導體製造業,01,2954640725
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,01,140232960
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,01,236104820
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,01,789153036
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,01,295281432
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,01,45088734
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,01,17856002
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,01,8059549
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,01,15216943
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,01,13282757
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,01,1164711
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,01,68457377
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,01,13156633
C.製造業,28 電力設備及配備製造業,282 電池製造業,01,16104289
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,01,32430920
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,01,4035607
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,01,10517216
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,01,89419129
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,01,36940384
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,01,37117812
C.製造業,29 機械設備製造業,293 通用機械設備製造業,01,68667021
C.製造業,30 汽車及其零件製造業,301 汽車製造業,01,9823897
C.製造業,30 汽車及其零件製造業,302 車體製造業,01,1291758
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,01,84581046
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,01,10129365
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,01,16026284
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,01,22936474
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,01,17816357
C.製造業,32 家具製造業,321 非金屬家具製造業,01,5229719
C.製造業,32 家具製造業,322 金屬家具製造業,01,4288208
C.製造業,33 其他製造業,331 育樂用品製造業,01,18532772
C.製造業,33 其他製造業,332 醫療器材及用品製造業,01,35516551
C.製造業,33 其他製造業,339 未分類其他製造業,01,15217408
C.製造業,34 產業用機械設備維修及安裝業,,01,13352758
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,01,11965927
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,01,38680858
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,01,329398
E.用水供應及污染整治業,36 用水供應業,,01,109553507
E.用水供應及污染整治業,37 廢水及污水處理業,,01,16901013
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,01,2029693
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,01,9192556
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,01,18295497
E.用水供應及污染整治業,39 污染整治業,,01,683965
F.營建工程業,41 建築工程業,,01,44349334
F.營建工程業,42 土木工程業,421 道路工程業,01,7017713
F.營建工程業,42 土木工程業,422 公用事業設施工程業,01,13149860
F.營建工程業,42 土木工程業,429 其他土木工程業,01,1000468
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,01,1949930
F.營建工程業,43 專門營造業,432 庭園景觀工程業,01,94376
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,01,2719599
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,01,354818
F.營建工程業,43 專門營造業,439 其他專門營造業,01,862303
G.批發及零售業,45 批發業,451 商品批發經紀業,01,2109763
G.批發及零售業,45 批發業,452 綜合商品批發業,01,3756722
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,01,5880435
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,01,25624779
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,01,2471400
G.批發及零售業,45 批發業,456 家用器具及用品批發業,01,4669802
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,01,3111849
G.批發及零售業,45 批發業,458 文教育樂用品批發業,01,1510653
G.批發及零售業,45 批發業,461 建材批發業,01,8607334
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,01,4823819
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,01,2146985
G.批發及零售業,45 批發業,464 機械器具批發業,01,8969539
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,01,3368763
G.批發及零售業,45 批發業,469 其他專賣批發業,01,4056332
G.批發及零售業,47 零售業,471 綜合商品零售業,01,298888702
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,01,24682688
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,01,7924762
G.批發及零售業,47 零售業,474 家用器具及用品零售業,01,6011417
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,01,5954893
G.批發及零售業,47 零售業,476 文教育樂用品零售業,01,2406966
G.批發及零售業,47 零售業,481 建材零售業,01,483417
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,01,9023627
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,01,7010570
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,01,9083757
G.批發及零售業,47 零售業,485 其他專賣零售業,01,3884812
G.批發及零售業,47 零售業,486 零售攤販,01,402646
G.批發及零售業,47 零售業,487 其他非店面零售業,01,1236214
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,01,112881157
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,01,74805246
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,01,3041020
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,01,4284172
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,01,242862
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,01,1255223
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,01,20460
H.運輸及倉儲業,51 航空運輸業,,01,3981478
H.運輸及倉儲業,52 運輸輔助業,521 報關業,01,1143672
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,01,677043
H.運輸及倉儲業,52 運輸輔助業,523 貨運承攬業,01,1893199
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,01,12020944
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,01,15086566
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,01,20479865
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,01,9798955
H.運輸及倉儲業,53 倉儲業,,01,63490852
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,01,2559247
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,01,3672469
I.住宿及餐飲業,55 住宿業,551 短期住宿業,01,152599085
I.住宿及餐飲業,55 住宿業,559 其他住宿業,01,651628
I.住宿及餐飲業,56 餐飲業,561 餐食業,01,80566163
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,01,2625162
I.住宿及餐飲業,56 餐飲業,563 飲料業,01,4690715
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,01,3453904
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,01,301403
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,01,9354775
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,01,113156
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,01,3786578
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,01,6437315
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,01,103983299
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,01,4504868
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,"631 入口網站經營、資料處理、
      主機及網站代管服務業",01,69825134
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,01,1128317
K.金融及保險業,64 金融服務業,641 貨幣中介業,01,40382848
K.金融及保險業,64 金融服務業,642 控股業,01,774305
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,01,647145
K.金融及保險業,64 金融服務業,649 其他金融服務業,01,1226948
K.金融及保險業,65 保險業,651 人身保險業,01,19456247
K.金融及保險業,65 保險業,652 財產保險業,01,2057039
K.金融及保險業,65 保險業,653 再保險業,01,0
K.金融及保險業,65 保險業,654 退休基金,01,0
K.金融及保險業,65 保險業,655 保險輔助業,01,790218
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,01,5430245
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,01,126829
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,01,164155
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,01,1375301
L.不動產業,67 不動產開發業,,01,13546241
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,01,17121587
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,01,779940
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,01,1174454
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,01,226742
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,01,7503598
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,01,1963341
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,01,3738182
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,01,6076129
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,01,13269712
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,01,69548
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,01,13868181
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,01,589633
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,01,48040
M.專業、科學及技術服務業,74 專門設計業,,01,313410
M.專業、科學及技術服務業,75 獸醫業,,01,334150
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,01,5567484
N.支援服務業,77 租賃業,771 機械設備租賃業,01,1166979
N.支援服務業,77 租賃業,772 運輸工具租賃業,01,186894
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,01,3139511
N.支援服務業,77 租賃業,774 智慧財產租賃業,01,28682
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,01,619792
N.支援服務業,78 人力仲介及供應業,782 人力供應業,01,213376
N.支援服務業,79 旅行及相關服務業,,01,1673272
N.支援服務業,80 保全及偵探業,,01,816904
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,01,249376
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,01,21682480
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,01,145028
N.支援服務業,82 行政支援服務業,,01,5008778
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,,01,165594398
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,01,714779
P.教育業,85 教育業,851 學前教育,01,2423486
P.教育業,85 教育業,852 小學教育,01,22808245
P.教育業,85 教育業,853 國民中學教育,01,20261717
P.教育業,85 教育業,854 高級中等教育,01,20170598
P.教育業,85 教育業,855 大專校院,01,116106753
P.教育業,85 教育業,856 特殊教育學校,01,65308
P.教育業,85 教育業,858 教育輔助業,01,78833
P.教育業,85 教育業,859 其他教育業,01,6677800
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,01,181018013
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,01,14369492
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,01,11674855
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,01,18185617
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,01,6041070
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,01,463511
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,01,517996
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,01,4264946
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,01,15013045
R.藝術、娛樂及休閒服務業,92 博弈業,,01,221797
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,01,28405455
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,01,25490189
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,01,7844554
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,01,639661
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,01,21572098
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,01,6564082
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,01,227105
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,01,59842
S.其他服務業,96 未分類其他服務業,961 洗衣業,01,4682364
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,01,5115414
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,01,3791001
S.其他服務業,96 未分類其他服務業,964 家事服務業,01,62266
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,01,3671885
T.家庭(住宅用),97 住宅與公共設施,,01,203621091
U.其他不能歸類,98 其他不能歸類,,01,131574371
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,02,42771634
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,02,55139260
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,02,58338125
A.農、林、漁、牧業,02 林業,021 林業,02,188880
A.農、林、漁、牧業,03 漁業,031 漁撈業,02,77699
A.農、林、漁、牧業,03 漁業,032 水產養殖業,02,80620105
B.礦業及土石採取業,05 石油及天然氣礦業,,02,3399372
B.礦業及土石採取業,06 砂、石採取及其他礦業,,02,21403174
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,02,45065901
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,02,21176097
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,02,19124602
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,02,12427333
C.製造業,08 食品及飲料製造業,085 乳品製造業,02,22919226
C.製造業,08 食品及飲料製造業,086 碾榖、磨粉及澱粉製品製造業,02,18280785
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,02,24402956
C.製造業,08 食品及飲料製造業,089 其他食品製造業,02,137209062
C.製造業,09 飲料製造業,091 酒精飲料製造業,02,8172642
C.製造業,09 飲料製造業,092 非酒精飲料製造業,02,14404607
C.製造業,10菸草製造業,,02,3460609
C.製造業,11 紡織業,111 紡紗業,02,76867477
C.製造業,11 紡織業,112 織布業,02,147240877
C.製造業,11 紡織業,113 不織布業,02,21271322
C.製造業,11 紡織業,114 染整業,02,43560391
C.製造業,11 紡織業,115 紡織品製造業,02,18493470
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,02,8555941
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,02,3080326
C.製造業,13 皮革、毛皮及其製品製造業,,02,8758801
C.製造業,14 木竹製品製造業,,02,9820462
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,02,82380010
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,02,30902681
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,02,28415205
C.製造業,16 印刷及資料儲存媒體複製業,,02,28720813
C.製造業,17 石油及煤製品製造業,,02,124229230
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,02,438309686
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,02,12256162
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,02,219384773
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,02,92771854
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,02,4157122
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,02,15039481
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,02,10686505
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,02,111033443
C.製造業,20 藥品及醫用化學製品製造業,,02,61804482
C.製造業,21 橡膠製品製造業,,02,68506159
C.製造業,22 塑膠製品製造業,,02,351881237
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,02,186495260
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,02,27102605
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,02,131060792
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,02,7364008
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,02,31178107
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,02,880092733
C.製造業,24 基本金屬製造業,242 鋁製造業,02,54770062
C.製造業,24 基本金屬製造業,243 銅製造業,02,72881224
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,02,22400800
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,02,69202977
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,02,61770571
C.製造業,25 金屬製品製造業,253 金屬容器製造業,02,11011092
C.製造業,25 金屬製品製造業,254 金屬加工處理業,02,152361187
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,02,150328361
C.製造業,26 電子零組件製造業,261 半導體製造業,02,2580121376
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,02,134004461
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,02,236910050
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,02,747664885
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,02,279430173
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,02,46389567
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,02,18812664
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,02,7992186
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,02,15929838
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,02,13661735
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,02,1327558
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,02,68538578
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,02,14801667
C.製造業,28 電力設備及配備製造業,282 電池製造業,02,19788821
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,02,37143487
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,02,4184811
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,02,11314914
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,02,83011500
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,02,39769986
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,02,37888542
C.製造業,29 機械設備製造業,293 通用機械設備製造業,02,73094046
C.製造業,30 汽車及其零件製造業,301 汽車製造業,02,10440919
C.製造業,30 汽車及其零件製造業,302 車體製造業,02,1279731
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,02,97042305
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,02,10294816
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,02,18112503
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,02,25120394
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,02,19241795
C.製造業,32 家具製造業,321 非金屬家具製造業,02,5507797
C.製造業,32 家具製造業,322 金屬家具製造業,02,4270217
C.製造業,33 其他製造業,331 育樂用品製造業,02,20239547
C.製造業,33 其他製造業,332 醫療器材及用品製造業,02,36796489
C.製造業,33 其他製造業,339 未分類其他製造業,02,15996159
C.製造業,34 產業用機械設備維修及安裝業,,02,13138140
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,02,14084130
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,02,40004315
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,02,427897
E.用水供應及污染整治業,36 用水供應業,,02,104808693
E.用水供應及污染整治業,37 廢水及污水處理業,,02,15541894
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,02,2334450
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,02,7139067
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,02,16619705
E.用水供應及污染整治業,39 污染整治業,,02,690267
F.營建工程業,41 建築工程業,,02,41329904
F.營建工程業,42 土木工程業,421 道路工程業,02,6728736
F.營建工程業,42 土木工程業,422 公用事業設施工程業,02,12344606
F.營建工程業,42 土木工程業,429 其他土木工程業,02,962857
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,02,2277506
F.營建工程業,43 專門營造業,432 庭園景觀工程業,02,84268
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,02,2464502
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,02,355546
F.營建工程業,43 專門營造業,439 其他專門營造業,02,881950
G.批發及零售業,45 批發業,451 商品批發經紀業,02,2039378
G.批發及零售業,45 批發業,452 綜合商品批發業,02,3656765
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,02,5617489
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,02,24677060
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,02,2207687
G.批發及零售業,45 批發業,456 家用器具及用品批發業,02,4238782
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,02,3023536
G.批發及零售業,45 批發業,458 文教育樂用品批發業,02,1201088
G.批發及零售業,45 批發業,461 建材批發業,02,8408593
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,02,4622743
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,02,2266970
G.批發及零售業,45 批發業,464 機械器具批發業,02,8333223
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,02,3279452
G.批發及零售業,45 批發業,469 其他專賣批發業,02,3695760
G.批發及零售業,47 零售業,471 綜合商品零售業,02,266012545
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,02,23399126
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,02,7536945
G.批發及零售業,47 零售業,474 家用器具及用品零售業,02,5589785
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,02,5765711
G.批發及零售業,47 零售業,476 文教育樂用品零售業,02,2214599
